permit_no;date;address;type;work;entity;start;end;lnblock
 25048;03/27/2013;;Annual General Permit;Maintenance;LFUCG-San Sewers (Water Quality);03/26/2013;04/16/2013;No
 25049;03/27/2013;2228 Young Dr;Installation;New Construction;Columbia Gas;08/01/2013;09/01/2013;No
 25050;03/27/2013;3741 Red River Dr;Street Cut;Maintenance;Kentucky American Water;03/25/2013;04/15/2013;Yes
 25051;03/27/2013;616, 624 Dartmoor Dr;Street Cut;Repair;LFUCG-San Sewers (Water Quality);03/25/2013;04/15/2013;Yes
 25052;03/27/2013;725 Mt Vernon Dr;Annual General Permit;Repair;Columbia Gas;03/25/2013;03/27/2013;No
 25053;03/27/2013;1708 Sandhurst Cv;Street Cut;New Construction;Columbia Gas;04/15/2013;05/06/2013;No
 25054;03/27/2013;1524 Deer Lake Dr;Installation;Maintenance;Kentucky American Water;03/26/2013;04/16/2013;No
 25055;03/27/2013;201 Price Rd;Street Cut;Maintenance;Kentucky American Water;03/26/2013;04/16/2013;Yes
 25039;03/27/2013;Versailles Rd;Installation;Maintenance;Kentucky American Water;03/20/2013;04/10/2013;No
 25041;03/27/2013;1841 Traveller Rd;Annual General Permit;Repair;Columbia Gas;03/20/2013;03/27/2013;No
 25042;03/27/2013;4301 Palmetto Ct;Annual General Permit;Repair;Columbia Gas;03/20/2013;03/27/2013;No
 25032;03/26/2013;124 Loch Lomond Dr;Installation;Repair;Columbia Gas;03/20/2013;03/25/2013;No
 25033;03/26/2013;Jacana Dr;Street Cut;New Construction;Columbia Gas;04/15/2013;05/06/2013;Yes
 25034;03/26/2013;3352 Fox Den Cir;Annual General Permit;Repair;Columbia Gas;03/21/2013;03/25/2013;No
 25035;03/26/2013;125 Louisiana Ave;Installation;Repair;Columbia Gas;03/21/2013;04/11/2013;No
 25036;03/26/2013;749 Wilderness Rd;Installation;Maintenance;Kentucky American Water;03/22/2013;04/12/2013;No
 25037;03/26/2013;417 Columbia Ave;Street Cut;Maintenance;Kentucky American Water;04/05/2013;04/26/2013;Yes
 25038;03/26/2013;1011 Darley Dr;Installation;Repair;Columbia Gas;03/22/2013;04/12/2013;No
 25030;03/26/2013;115 E Seventh St;Street Cut;Maintenance;Kentucky American Water;04/03/2013;04/24/2013;Yes
 25028;03/26/2013;4737 Ironbridge Dr;Annual General Permit;Repair;Columbia Gas;03/19/2013;04/09/2013;No
 25029;03/26/2013;N Upper St;Street Cut;Repair;Columbia Gas;03/19/2013;04/09/2013;Yes
 25025;03/26/2013;1927 Stanton Way;Installation;Maintenance;Kentucky American Water;03/12/2013;04/02/2013;No
 25026;03/26/2013;371 Woodland Ave;Street Cut;Maintenance;Kentucky American Water;03/19/2013;04/09/2013;Yes
 25027;03/26/2013;3500 Calera Ct;Installation;Maintenance;Kentucky American Water;03/19/2013;04/09/2013;No
 25031;03/26/2013;406-431 Kentucky Ct;Street Cut;New Construction;Columbia Gas;04/01/2013;05/15/2013;Yes
 25023;03/21/2013;4602 Haley Rd;Installation;Maintenance;Kentucky American Water;03/19/2013;04/09/2013;No
 25016;03/21/2013;Burley Ave;Street Cut;New Construction;Columbia Gas;04/16/2013;05/07/2013;Yes
 25024;03/21/2013;1800 Nicholasville Rd;Street Cut;New Construction;Columbia Gas;04/01/2013;04/28/2014;Yes
 25003;03/21/2013;2905 Tuscaloosa Ln;Installation;Maintenance;Kentucky American Water;03/12/2013;03/20/2013;No
 25004;03/21/2013;612 Elk Lake Dr;Installation;Repair;Columbia Gas;03/12/2013;03/20/2013;No
 25005;03/21/2013;403 Cochran Rd;Installation;Repair;Columbia Gas;03/12/2013;04/02/2013;No
 25006;03/21/2013;128/149 Deweese St;Installation;Maintenance;Windstream Communications;03/02/2013;03/23/2013;No
 25007;03/21/2013;179 Saunier St;Installation;Maintenance;Windstream Communications;02/21/2013;03/14/2013;No
 25008;03/21/2013;4036 Bacopa Pl;Installation;Maintenance;Kentucky American Water;03/13/2013;04/03/2013;No
 25009;03/21/2013;448 Larkwood Dr;Installation;Maintenance;Kentucky American Water;03/13/2013;04/03/2013;No
 25010;03/21/2013;112  Alabama Ave;Installation;Maintenance;Columbia Gas;03/13/2013;04/03/2013;No
 25011;03/21/2013;1013 Summer Wind Ln;Installation;Maintenance;Kentucky American Water;03/11/2013;04/01/2013;No
 25012;03/21/2013;Haley Downs Dr;Installation;Maintenance;Kentucky American Water;03/14/2013;04/04/2013;No
 25013;03/21/2013;1727 Courtney Ave;Street Cut;Maintenance;Kentucky American Water;03/28/2013;04/18/2013;Yes
 25014;03/21/2013;272 Taylor Dr;Installation;New Construction;Columbia Gas;03/14/2013;04/04/2013;No
 25015;03/21/2013;Rosemill Dr;Installation;Repair;Columbia Gas;03/14/2013;04/04/2013;No
 25017;03/21/2013;525 Angliana Ave;Street Cut;Maintenance;Kentucky American Water;03/15/2013;07/31/2013;Yes
 25019;03/21/2013;1016 Celia Ln;Installation;Repair;Columbia Gas;03/15/2013;03/20/2013;No
 25018;03/21/2013;2920 Polo Club Blvd;Installation;Add/Change Equipment;Kentucky Utilities;04/01/2013;06/30/2013;No
 25020;03/21/2013;497 Hill N Dale Rd;Installation;Maintenance;Kentucky American Water;03/18/2013;04/08/2013;No
 25021;03/21/2013;;Annual General Permit;Maintenance;Windstream Communications;03/20/2013;04/10/2013;Yes
 25022;03/21/2013;630 Longview Dr;Installation;New Construction;Columbia Gas;04/01/2013;04/23/2013;No
 25001;03/19/2013;330 Woodland Ave;Street Cut;Maintenance;Kentucky American Water;03/28/2013;07/18/2013;Yes
 24999;03/19/2013;233 Barberry Ln;Installation;Repair;Columbia Gas;03/13/2013;04/03/2013;No
 25000;03/19/2013;3600 Tates Creek Rd;Installation;Repair;Columbia Gas;03/13/2013;04/03/2013;No
 24995;03/19/2013;530-600 E High St;Installation;Maintenance;Windstream Communications;03/18/2013;04/08/2013;No
 24996;03/19/2013;604-656 E High St;Installation;Maintenance;Windstream Communications;03/18/2013;04/08/2013;No
 24997;03/19/2013;702-736 E High St;Installation;;Windstream Communications;03/18/2013;04/08/2013;No
 24998;03/19/2013;402 Rosemont Garden;Street Cut;Maintenance;Windstream Communications;03/11/2013;04/01/2013;Yes
 24991;03/19/2013;207 S Limestone;Street Cut;New Construction;Columbia Gas;04/10/2013;05/01/2013;Yes
 24992;03/19/2013;1617 Maywick View Ln;Annual General Permit;New Construction;Columbia Gas;03/27/2013;04/17/2013;No
 24993;03/19/2013;Old Frankfort Pike;Street Cut;New Construction;Columbia Gas;04/12/2013;05/03/2013;No
 24994;03/19/2013;241 E Fifth St;Installation;Maintenance;Windstream Communications;03/02/2013;03/23/2013;No
 24988;03/19/2013;709 Miles Point Way;Installation;New Construction;Kentucky American Water;03/18/2013;04/08/2013;No
 24989;03/19/2013;2333 Innovation Dr;Installation;New Construction;Kentucky American Water;03/18/2013;04/08/2013;No
 24990;03/19/2013;987 Maywick Dr;Annual General Permit;Repair;Columbia Gas;03/11/2013;04/01/2013;No
 24982;03/19/2013;1644 Brittany Ln;Annual General Permit;Maintenance;LFUCG-San Sewers (Water Quality);03/18/2013;04/08/2013;No
 24983;03/19/2013;3407 Greentree Rd;Annual General Permit;Repair;Columbia Gas;03/07/2013;03/28/2013;No
 24986;03/19/2013;3570, 3652 Winthrop Dr;Street Cut;New Construction;Kentucky American Water;03/18/2013;06/08/2013;Yes
 24987;03/19/2013;3700 Bold Bidder Dr;Installation;Maintenance;Kentucky American Water;03/08/2013;03/29/2013;No
 24980;03/19/2013;564  Longview Dr;Street Cut;Maintenance;Kentucky American Water;03/07/2013;03/28/2013;Yes
 24981;03/19/2013;405 Chapman Ct;Installation;Maintenance;Kentucky American Water;03/07/2013;03/28/2013;No
 24984;03/19/2013;763 Newtown Pike;Annual General Permit;New Construction;Columbia Gas;05/03/2013;05/24/2013;No
 24985;03/19/2013;2776 Kearney Creek Ln;Annual General Permit;New Construction;Columbia Gas;04/09/2013;04/30/2013;No
 25002;03/19/2013;Dunkirk Dr;Street Cut;Add/Change Equipment;LFUCG-San Sewers (Water Quality);03/25/2013;07/15/2013;Yes
 24974;03/18/2013;2361 Patchen Wilkes Dr;Installation;New Construction;Columbia Gas;03/27/2013;04/17/2013;No
 24975;03/18/2013;497 Angliana Ave;Street Cut;New Construction;Columbia Gas;04/01/2013;07/31/2013;Yes
 24972;03/18/2013;543 W Third St;Installation;New Construction;Kentucky Utilities;03/31/2013;11/30/2013;Yes
 24976;03/18/2013;500 E New Circle Rd;Installation;Maintenance;Kentucky American Water;03/09/2013;03/30/2013;No
 24973;03/18/2013;2398 Patchen Wilkes Dr;Annual General Permit;New Construction;Columbia Gas;03/21/2013;04/11/2013;No
 24977;03/18/2013;1745 N Broadway;Street Cut;Maintenance;Kentucky American Water;03/12/2013;06/30/2013;Yes
 24978;03/18/2013;130 W Loudon Ave;Street Cut;Maintenance;LFUCG-San Sewers (Water Quality);03/12/2013;04/02/2013;Yes
 24979;03/18/2013;712 Henry Clay Blvd;Installation;New Construction;Kentucky Utilities;03/29/2013;04/26/2013;No
 24962;03/08/2013;1020 Oak Hill Dr;Installation;Repair;Columbia Gas;03/04/2013;03/25/2013;No
 24963;03/08/2013;763-901 Newtown Pike;Annual General Permit;Maintenance;Time Warner Cable, Inc.;03/12/2013;04/02/2013;Yes
 24964;03/08/2013;436 Newtown Pike;Annual General Permit;Maintenance;Time Warner Cable, Inc.;03/12/2013;04/02/2013;Yes
 24965;03/08/2013;1971 Cathy Ln;Installation;Maintenance;Kentucky American Water;03/05/2013;03/26/2013;No
 24966;03/08/2013;352 Transylvania Park;Annual General Permit;Repair;Columbia Gas;03/05/2013;03/26/2013;No
 24967;03/08/2013;258 Plaza Dr;Annual General Permit;Maintenance;LFUCG-San Sewers (Water Quality);03/16/2013;04/06/2013;No
 24968;03/08/2013;460 Ohio St;Installation;Maintenance;LFUCG-San Sewers (Water Quality);03/17/2013;04/07/2013;No
 24969;03/08/2013;216 Shadow Wood Pl;Installation;Maintenance;Kentucky American Water;03/06/2013;03/27/2013;No
 24970;03/08/2013;Locust Ave;Street Cut;Add/Change Equipment;Kentucky American Water;03/18/2013;06/18/2013;Yes
 24971;03/08/2013;Oak Hill Dr;Street Cut;Add/Change Equipment;Kentucky American Water;03/18/2013;06/18/2013;Yes
 24955;03/08/2013;626 Kastle Rd;Annual General Permit;Maintenance;LFUCG-San Sewers (Water Quality);03/13/2013;04/03/2013;No
 24956;03/08/2013;3057 Tuscaloosa Ln;Street Cut;Maintenance;Kentucky American Water;03/01/2013;03/22/2013;Yes
 24957;03/08/2013;3013 Montavesta Rd;Annual General Permit;Repair;Columbia Gas;03/01/2013;03/22/2013;No
 24958;03/08/2013;2032  Von List Way;Installation;New Construction;Columbia Gas;04/01/2013;04/30/2013;No
 24959;03/08/2013;Georgetown Rd;Installation;Maintenance;Kentucky Utilities;03/07/2013;01/31/2014;Yes
 24960;03/08/2013;576 Freeman Dr;Installation;Maintenance;Kentucky American Water;03/04/2013;03/25/2013;No
 24961;03/08/2013;4317 Creek Valley Way;Installation;Maintenance;Kentucky American Water;03/04/2013;03/25/2013;No
 24919;03/06/2013;233 Ellerslie Park Blvd;Installation;New Construction;Columbia Gas;03/12/2013;04/02/2013;No
 24920;03/06/2013;909 Cramer Ave;Annual General Permit;Repair;Columbia Gas;02/22/2013;03/05/2013;No
 24921;03/06/2013;911 Cramer Ave;Annual General Permit;Repair;Columbia Gas;02/22/2013;03/05/2013;No
 24922;03/06/2013;501 Henry Clay Blvd;Installation;Repair;Columbia Gas;02/22/2013;03/05/2013;No
 24923;03/06/2013;913 Cramer Ave;Street Cut;Repair;Columbia Gas;02/22/2013;03/15/2013;Yes
 24924;03/06/2013;315 Hanover Ct;Installation;Maintenance;Columbia Gas;03/08/2013;03/29/2013;No
 24925;03/06/2013;316-387 Woodland Ave;Street Cut;New Construction;Columbia Gas;02/28/2013;04/30/2013;Yes
 24926;03/06/2013;2074 Bahama Rd;Installation;Maintenance;Kentucky American Water;02/25/2013;03/18/2013;No
 24927;03/06/2013;2225 Eastway Dr;Installation;Maintenance;Kentucky American Water;02/25/2013;03/18/2013;No
 24928;03/06/2013;3617 King Arthur Dr;Annual General Permit;Repair;Columbia Gas;02/25/2013;03/05/2013;No
 24929;03/06/2013;427 Douglas Ave;Installation;Repair;Columbia Gas;02/25/2013;03/18/2013;No
 24930;03/06/2013;164 N Ashland Ave;Street Cut;New Construction;Columbia Gas;03/22/2013;04/12/2013;No
 24931;03/06/2013;436 Queensway Dr;Installation;Repair;Columbia Gas;03/11/2013;04/01/2013;No
 24932;03/06/2013;528-532 Kildare Ct;Installation;Maintenance;Kentucky American Water;02/26/2013;03/19/2013;No
 24933;03/06/2013;Folkstone Dr;Street Cut;Maintenance;Kentucky American Water;02/26/2013;03/19/2013;Yes
 24934;03/06/2013;165 Barr St;Installation;Maintenance;Kentucky Utilities;02/23/2013;02/27/2013;Yes
 24935;03/06/2013;788 Kingsbury Rd;Installation;New Construction;Kentucky Utilities;02/25/2013;12/30/2013;No
 24936;03/06/2013;2416 Liberty Rd;Installation;New Construction;Kentucky Utilities;02/28/2013;09/30/2013;Yes
 24937;03/06/2013;1870 Liberty Rd;Installation;New Construction;Kentucky Utilities;03/03/2013;05/31/2013;Yes
 24938;03/06/2013;1908 Liberty Rd;Installation;New Construction;Kentucky Utilities;02/03/2013;03/31/2014;Yes
 24939;03/06/2013;155 Woodland Ave;Annual General Permit;Maintenance;LFUCG-San Sewers (Water Quality);02/27/2013;03/20/2013;No
 24940;03/06/2013;1281 E New Circle Rd;Installation;New Construction;Kentucky Utilities;02/03/2013;12/30/2013;Yes
 24941;03/06/2013;656 Beth Ln;Installation;Maintenance;Kentucky American Water;02/27/2013;03/20/2013;No
 24942;03/06/2013;1903 Linton Rd;Annual General Permit;Repair;Columbia Gas;02/27/2013;03/05/2013;No
 24943;03/06/2013;2833 Kearney Creek Ln;Annual General Permit;New Construction;Columbia Gas;03/20/2013;04/10/2013;No
 24944;03/06/2013;902 Whitney Ave;Installation;New Construction;Columbia Gas;03/20/2013;04/10/2013;No
 24945;03/06/2013;164 N Ashland Ave;Street Cut;New Construction;Kentucky American Water;03/14/2013;04/04/2013;Yes
 24946;03/06/2013;3161 Hemingway Ln;Installation;New Construction;Kentucky American Water;03/14/2013;04/04/2013;No
 24947;03/06/2013;1425 Bryan Ave;Street Cut;New Construction;Kentucky American Water;03/14/2013;06/04/2013;Yes
 24948;03/06/2013;1581 Jacana Dr;Street Cut;Maintenance;LFUCG-San Sewers (Water Quality);03/10/2013;03/31/2013;Yes
 24949;03/06/2013;1526 Summerhill Dr;Installation;Maintenance;Kentucky American Water;02/28/2013;03/21/2013;No
 24950;03/06/2013;3491 Greentree Rd;Annual General Permit;Maintenance;LFUCG-San Sewers (Water Quality);03/11/2013;04/01/2013;No
 24951;03/06/2013;200 Bolivar St;Installation;Maintenance;Kentucky Utilities;03/08/2013;05/31/2013;Yes
 24952;03/06/2013;927 Charwood Dr;Annual General Permit;Repair;Columbia Gas;02/28/2013;03/05/2013;No
 24953;03/06/2013;938 Charwood Dr;Annual General Permit;Repair;Columbia Gas;02/28/2013;03/05/2013;No
 24954;03/06/2013;947 Charwood Dr;Annual General Permit;Repair;Columbia Gas;02/28/2013;03/21/2013;No
 24918;03/05/2013;625 W Short St;Installation;New Construction;Contractor;03/11/2013;03/29/2013;No
 24914;02/26/2013;1857 Goodpaster Way;Installation;New Construction;Columbia Gas;04/26/2013;04/29/2013;No
 24915;02/26/2013;4905 Versailles Rd;Installation;Maintenance;Kentucky American Water;02/22/2013;03/15/2013;No
 24916;02/26/2013;2112 Mimi Ct;Street Cut;Maintenance;Kentucky American Water;02/22/2013;08/15/2013;Yes
 24917;02/26/2013;887-904 Ward Dr;Installation;Maintenance;Kentucky American Water;02/22/2013;03/15/2013;No
 24908;02/26/2013;140 Kentucky Ave;Installation;Maintenance;Kentucky American Water;02/20/2013;03/13/2013;No
 24909;02/26/2013;524 Sayre Ave;Annual General Permit;Repair;Columbia Gas;02/21/2013;02/25/2013;No
 24910;02/26/2013;1775 Battery St;Installation;New Construction;Columbia Gas;02/25/2013;03/18/2013;No
 24911;02/26/2013;153 Trade St;Annual General Permit;New Construction;Columbia Gas;03/07/2013;04/29/2013;No
 24912;02/26/2013;2366 Heather Way;Installation;Repair;Columbia Gas;02/21/2013;02/25/2013;No
 24913;02/26/2013;788 Kingsbury Rd;Installation;Repair;Columbia Gas;02/21/2013;02/25/2013;No
 24907;02/26/2013;1107 Prospect Ave;Annual General Permit;Repair;Columbia Gas;02/20/2013;03/13/2013;No
 24899;02/26/2013;694 Springridge Dr;Street Cut;Maintenance;Columbia Gas;02/19/2013;03/12/2013;Yes
 24901;02/26/2013;2091 Spring Grove Ave;Installation;Repair;Columbia Gas;02/18/2013;02/25/2013;No
 24900;02/26/2013;581 Cromwell Way;Annual General Permit;Repair;Columbia Gas;02/18/2013;02/25/2013;No
 24902;02/26/2013;2318-2322 Maplewood Dr;Street Cut;Maintenance;Kentucky American Water;02/19/2013;03/12/2013;No
 24903;02/26/2013;933 Witthuhn Way;Installation;Maintenance;Kentucky American Water;02/19/2013;03/12/2013;No
 24904;02/26/2013;167 Eastern Ave;Street Cut;Maintenance;LFUCG-San Sewers (Water Quality);02/21/2013;03/14/2013;Yes
 24905;02/26/2013;944 Higbee Mill Rd;Installation;Maintenance;Kentucky American Water;02/20/2013;03/13/2013;No
 24906;02/26/2013;948 Higbee Mill Rd;Installation;Maintenance;Kentucky American Water;02/20/2013;07/24/2013;No
 24896;02/21/2013;Newtown Pike;Installation;Maintenance;Kentucky American Water;02/20/2013;07/13/2013;No
 24897;02/21/2013;Russell Cave Rd;Street Cut;Maintenance;Kentucky American Water;03/07/2013;04/28/2013;Yes
 24892;02/21/2013;1109 Fern Ave;Annual General Permit;Maintenance;Columbia Gas;02/19/2013;02/20/2013;No
 24893;02/21/2013;1748 Sandhurst Cv;Installation;New Construction;Columbia Gas;02/20/2013;03/13/2013;No
 24894;02/21/2013;1721 Sandhurst Cv;Installation;New Construction;Columbia Gas;02/20/2013;03/13/2013;No
 24895;02/21/2013;1912 General Warfield Way;Installation;New Construction;Columbia Gas;03/04/2013;04/30/2013;No
 24891;02/21/2013;887-904 Ward Dr;Installation;Maintenance;Kentucky American Water;02/19/2013;03/12/2013;No
 24887;02/21/2013;319 Cedar St;Street Cut;Maintenance;Columbia Gas;02/17/2013;03/10/2013;Yes
 24888;02/21/2013;2089 St Christopher Dr;Installation;Repair;Columbia Gas;02/18/2013;03/11/2013;No
 24889;02/21/2013;890 Russell Cave Rd;Installation;Maintenance;Kentucky American Water;03/06/2013;03/27/2013;No
 24890;02/21/2013;285 S Ashland Ave;Street Cut;Maintenance;Kentucky American Water;03/06/2013;07/27/2013;Yes
 24860;02/21/2013;1178 Indian Mound Rd;Street Cut;Repair;LFUCG-San Sewers (Water Quality);02/18/2013;05/11/2013;Yes
 24861;02/21/2013;2010 Leestown Rd;Street Cut;New Construction;Kentucky American Water;03/01/2013;01/01/2014;Yes
 24862;02/21/2013;2250 Leestown Rd;Street Cut;New Construction;Kentucky American Water;03/01/2013;01/01/2014;Yes
 24863;02/21/2013;2250 Leestown Rd;Street Cut;New Construction;Kentucky American Water;03/01/2013;01/01/2014;Yes
 24864;02/21/2013;2275 Leestown Rd;Street Cut;New Construction;Kentucky American Water;03/01/2013;01/01/2014;Yes
 24865;02/21/2013;2275 Leestown Rd;Street Cut;New Construction;Kentucky American Water;03/01/2013;01/01/2014;Yes
 24866;02/21/2013;2401 Leestown Rd;Street Cut;New Construction;Kentucky American Water;03/01/2013;01/01/2014;Yes
 24867;02/21/2013;101 Westhampton Dr;Street Cut;New Construction;Kentucky American Water;03/01/2013;01/01/2014;Yes
 24868;02/21/2013;2451 Leestown Rd;Street Cut;New Construction;Kentucky American Water;03/01/2013;01/01/2014;Yes
 24869;02/21/2013;101 Alexandria Dr;Street Cut;New Construction;Kentucky American Water;03/01/2013;01/01/2014;Yes
 24870;02/21/2013;2601 Leestown Rd;Street Cut;New Construction;Kentucky American Water;03/01/2013;01/01/2014;Yes
 24871;02/21/2013;100 Venture Ct;Street Cut;New Construction;Kentucky American Water;03/01/2013;01/01/2014;Yes
 24872;02/21/2013;2701 Leestown Rd;Street Cut;New Construction;Kentucky American Water;03/01/2013;01/01/2014;Yes
 24873;02/21/2013;2709 Leestown Rd;Street Cut;New Construction;Kentucky American Water;03/01/2013;01/01/2014;Yes
 24874;02/21/2013;2977 Masterson Station Dr;Street Cut;New Construction;Kentucky American Water;03/01/2013;01/01/2014;Yes
 24875;02/21/2013;3051 Leestown Rd;Street Cut;New Construction;Kentucky American Water;03/01/2013;01/01/2014;Yes
 24876;02/21/2013;3051 Leestown Rd;Street Cut;New Construction;Kentucky American Water;03/01/2013;01/01/2014;Yes
 24877;02/21/2013;3104 Leestown Rd;Street Cut;New Construction;Kentucky American Water;03/01/2013;01/01/2014;Yes
 24878;02/21/2013;1812 Augusta Dr;Street Cut;Maintenance;Kentucky American Water;02/17/2013;03/10/2013;Yes
 24879;02/21/2013;115 Bermuda Ave;Installation;Repair;Columbia Gas;02/14/2013;03/07/2013;No
 24880;02/21/2013;2900 Russell Cave Rd;Installation;Maintenance;Kentucky American Water;02/17/2013;03/10/2013;No
 24881;02/21/2013;Tates Creek Rd;Annual General Permit;New Construction;Time Warner Cable, Inc.;02/22/2013;04/22/2013;Yes
 24882;02/21/2013;525 De Roode St;Street Cut;Maintenance;Columbia Gas;02/14/2013;03/07/2013;Yes
 24883;02/21/2013;721 Dakota St;Installation;Repair;Columbia Gas;02/15/2013;03/08/2013;No
 24884;02/21/2013;Trade Center Dr;Installation;Maintenance;Kentucky American Water;02/15/2013;03/08/2013;No
 24885;02/21/2013;424 Race St;Street Cut;Maintenance;Kentucky American Water;03/05/2013;03/26/2013;Yes
 24886;02/21/2013;546 E Seventh St;Street Cut;Maintenance;Kentucky American Water;03/05/2013;03/26/2013;Yes
 24898;02/21/2013;3478 Lansdowne Dr;Annual General Permit;Repair;Columbia Gas;02/20/2013;03/13/2013;No
 24853;02/19/2013;3416-3418 Laredo Dr;Installation;Maintenance;Kentucky American Water;02/13/2013;04/16/2013;No
 24854;02/19/2013;2464 Heather Ct;Street Cut;Maintenance;Kentucky American Water;02/13/2013;03/06/2013;Yes
 24855;02/19/2013;42 Mentelle Park;Street Cut;Maintenance;LFUCG-San Sewers (Water Quality);02/14/2013;03/07/2013;Yes
 24856;02/19/2013;239 E High St;Annual General Permit;New Construction;Time Warner Cable, Inc.;02/20/2013;03/13/2013;Yes
 24857;02/19/2013;840 Tremont Ave;Installation;Maintenance;Kentucky American Water;02/14/2013;03/07/2013;No
 24858;02/19/2013;225 Ruccio Way;Installation;New Construction;Columbia Gas;03/04/2013;03/25/2013;No
 24859;02/19/2013;Ferguson St;Street Cut;Maintenance;Kentucky American Water;03/01/2013;05/15/2013;Yes
 24827;02/14/2013;195 E Loudon Ave;Annual General Permit;Maintenance;LFUCG-San Sewers (Water Quality);02/13/2013;03/06/2013;No
 24844;02/14/2013;531 Southland Dr;Annual General Permit;New Construction;Time Warner Cable, Inc.;02/15/2013;04/15/2013;Yes
 24845;02/14/2013;208 State St;Street Cut;Maintenance;Kentucky American Water;02/12/2013;03/05/2013;Yes
 24846;02/14/2013;183 E Seventh St;Street Cut;Maintenance;Kentucky American Water;02/26/2013;05/19/2013;Yes
 24847;02/14/2013;2025 Ermine Ct;Annual General Permit;Repair;Columbia Gas;02/12/2013;02/14/2013;No
 24848;02/14/2013;Colonnade Dr;Annual General Permit;Repair;Columbia Gas;02/12/2013;02/13/2013;No
 24849;02/14/2013;3541 Antilles Dr;Annual General Permit;Repair;Columbia Gas;02/12/2013;02/13/2013;No
 24850;02/14/2013;4513 Meadowbridge Ct;Annual General Permit;Repair;Columbia Gas;02/12/2013;02/13/2013;No
 24851;02/14/2013;617 Rogers Rd;Installation;Repair;Columbia Gas;02/12/2013;02/13/2013;No
 24852;02/14/2013;3494 Ormond Cir;Installation;Maintenance;Kentucky American Water;02/12/2013;06/05/2013;No
 24828;02/14/2013;1600 Lakewood Dr;Installation;Repair;Columbia Gas;02/18/2013;03/11/2013;No
 24829;02/14/2013;1820 Nicholasville Rd;Installation;New Construction;Kentucky Utilities;02/22/2013;03/30/2013;Yes
 24830;02/14/2013;420 Sandalwood Dr;Annual General Permit;Repair;Columbia Gas;02/11/2013;02/13/2013;No
 24831;02/14/2013;2704 Whitwood Pl;Annual General Permit;Repair;Columbia Gas;02/11/2013;02/13/2013;No
 24832;02/14/2013;216 Savoy Rd;Annual General Permit;Repair;Columbia Gas;02/11/2013;02/14/2013;No
 24833;02/14/2013;3407 Brookhaven Dr;Annual General Permit;Repair;Columbia Gas;02/11/2013;02/13/2013;No
 24834;02/14/2013;1800 Goodpaster Way;Annual General Permit;New Construction;Columbia Gas;03/15/2013;04/29/2013;No
 24835;02/14/2013;Ferguson St;Street Cut;Maintenance;Kentucky American Water;02/11/2013;03/04/2013;Yes
 24836;02/14/2013;3877 Ormesby Pl;Annual General Permit;New Construction;Columbia Gas;02/18/2013;03/11/2013;No
 24837;02/14/2013;1644 Raleigh Rd;Installation;Maintenance;Kentucky American Water;02/11/2013;03/04/2013;No
 24838;02/14/2013;625 Kastle Rd;Street Cut;New Construction;Columbia Gas;03/27/2013;04/17/2013;No
 24839;02/14/2013;2353 Patchen Wilkes Dr;Installation;New Construction;Columbia Gas;02/22/2013;04/29/2013;No
 24840;02/14/2013;Citation Blvd;Annual General Permit;New Construction;Time Warner Cable, Inc.;02/15/2013;04/15/2013;Yes
 24841;02/14/2013;2595 Westmorland Rd;Installation;New Construction;Columbia Gas;02/18/2013;03/11/2013;No
 24842;02/14/2013;436 Speigle St;Street Cut;New Construction;Columbia Gas;02/18/2013;03/11/2013;Yes
 24843;02/13/2013;2930 Uttinger Ln;Annual General Permit;New Construction;Columbia Gas;02/19/2013;03/12/2013;No
 24825;02/11/2013;433 Georgetown St;Street Cut;Repair;LFUCG-San Sewers (Water Quality);02/11/2013;03/04/2013;Yes
 24826;02/11/2013;932 Chinoe Rd;Annual General Permit;Repair;Columbia Gas;02/08/2013;03/01/2013;No
 24811;02/11/2013;545 Bellcastle Rd;Annual General Permit;Repair;Columbia Gas;02/06/2013;02/11/2013;No
 24812;02/11/2013;556 Bellcastle Rd;Annual General Permit;Repair;Columbia Gas;02/06/2013;02/11/2013;No
 24813;02/11/2013;1145 Dunbarton Ln;Annual General Permit;Repair;Columbia Gas;02/06/2013;02/11/2013;No
 24814;02/11/2013;342 Jesselin Dr;Street Cut;Add/Change Equipment;Columbia Gas;02/05/2013;07/26/2013;Yes
 24815;02/11/2013;369 Glen Arvin Ave;Installation;Repair;Columbia Gas;02/06/2013;02/27/2013;No
 24816;02/11/2013;1152 Dunbarton Ln;Installation;Repair;Columbia Gas;02/06/2013;02/27/2013;No
 24817;02/11/2013;478 Willy St;Street Cut;Maintenance;LFUCG-San Sewers (Water Quality);02/17/2013;04/30/2013;Yes
 24818;02/11/2013;617 Stansberry Cv;Installation;Maintenance;Kentucky American Water;02/07/2013;02/28/2013;No
 24819;02/11/2013;815 Melrose Ave;Annual General Permit;Repair;Columbia Gas;02/07/2013;02/11/2013;No
 24820;02/11/2013;2900 Argyle Dr;Annual General Permit;Repair;Columbia Gas;02/07/2013;02/11/2013;No
 24821;02/11/2013;717 Bullock Pl;Street Cut;Maintenance;Columbia Gas;02/07/2013;03/31/2013;Yes
 24822;02/11/2013;568 Mckinley St;Street Cut;Maintenance;Columbia Gas;02/07/2013;04/28/2013;Yes
 24823;02/11/2013;3232 Shoal Lake Dr;Installation;Maintenance;Kentucky American Water;02/08/2013;03/01/2013;No
