permit_no;date;address;type;work;entity;start;end;lnblock
 24824;02/11/2013;317 Robertson St;Street Cut;Maintenance;Kentucky American Water;02/08/2013;03/01/2013;Yes
 24798;02/07/2013;1132 Turkey Foot Rd;Annual General Permit;Repair;Columbia Gas;02/04/2013;02/07/2013;No
 24799;02/07/2013;1130 Providence Ln;Annual General Permit;Repair;Columbia Gas;02/04/2013;02/07/2013;No
 24800;02/07/2013;705 Portland Dr;Annual General Permit;Repair;Columbia Gas;02/04/2013;02/07/2013;No
 24801;02/07/2013;Angliana Ave;Annual General Permit;New Construction;Time Warner Cable, Inc.;02/07/2013;02/28/2013;Yes
 24802;02/07/2013;S Broadway;Annual General Permit;New Construction;Time Warner Cable, Inc.;02/07/2013;02/28/2013;Yes
 24803;02/07/2013;786 Tyrus Ct;Annual General Permit;Repair;Columbia Gas;01/16/2013;02/07/2013;No
 24804;02/07/2013;373 Roosevelt Blvd;Installation;Repair;Columbia Gas;01/31/2013;02/21/2013;No
 24805;02/07/2013;1602 Fairway Dr;Annual General Permit;Repair;Columbia Gas;02/05/2013;02/26/2013;No
 24806;02/07/2013;1441 Mt Rainier Dr;Installation;Maintenance;Kentucky American Water;02/05/2013;02/26/2013;No
 24807;02/07/2013;138 Burley Ave;Street Cut;Maintenance;Kentucky American Water;02/05/2013;02/26/2013;Yes
 24808;02/07/2013;114 Rand Ave;Street Cut;Maintenance;Kentucky American Water;02/05/2013;06/26/2013;Yes
 24809;02/07/2013;2013 Mobile Ct;Installation;Maintenance;Kentucky American Water;02/06/2013;02/27/2013;No
 24810;02/07/2013;Leestown Rd;Street Cut;Maintenance;Kentucky American Water;02/18/2013;04/10/2013;Yes
 24788;02/05/2013;506 Marquis Ave;Street Cut;Repair;LFUCG-San Sewers (Water Quality);02/04/2013;02/25/2013;Yes
 24789;02/05/2013;101 Alexandria Dr;Street Cut;Maintenance;Kentucky American Water;02/14/2013;03/07/2013;Yes
 24790;02/05/2013;Liberty Rd;Street Cut;Repair;Columbia Gas;01/31/2013;04/21/2013;Yes
 24791;02/05/2013;802 Charles Ave;Installation;Maintenance;Kentucky American Water;02/01/2013;02/22/2013;No
 24792;02/05/2013;1519 Grant Dr;Installation;Maintenance;Kentucky American Water;02/01/2013;02/22/2013;No
 24793;02/05/2013;Clay Ave;Annual General Permit;New Construction;Time Warner Cable, Inc.;02/07/2013;02/28/2013;Yes
 24794;02/05/2013;E High St;Annual General Permit;New Construction;Time Warner Cable, Inc.;02/07/2013;02/28/2013;Yes
 24795;02/05/2013;855 Charwood Dr;Annual General Permit;Repair;Columbia Gas;02/01/2013;02/22/2013;No
 24796;02/05/2013;Finney Dr;Installation;Maintenance;Kentucky American Water;02/11/2013;03/04/2013;Yes
 24797;02/05/2013;114 Conn Ter;Street Cut;Maintenance;LFUCG-San Sewers (Water Quality);02/04/2013;06/02/2013;No
 24787;02/05/2013;2517 Southview Dr;Installation;Repair;Columbia Gas;01/29/2013;02/19/2013;No
 24786;02/04/2013;3529 Lansdowne Dr;Installation;Repair;Columbia Gas;01/30/2013;02/20/2013;No
 24776;01/30/2013;500 Albany Rd;Installation;Repair;Columbia Gas;01/23/2013;02/13/2013;No
 24777;01/30/2013;435 Marquis Ave;Street Cut;Maintenance;Kentucky American Water;01/28/2013;04/18/2013;Yes
 24778;01/30/2013;4180 Heartwood Rd;Annual General Permit;Repair;Columbia Gas;01/28/2013;02/18/2013;No
 24779;01/30/2013;736 Bellaire Ave;Street Cut;Repair;Columbia Gas;01/28/2013;02/18/2013;Yes
 24780;01/30/2013;1204 Indian Mound Rd;Annual General Permit;New Construction;Columbia Gas;03/08/2013;03/29/2013;No
 24781;01/30/2013;2378 Patchen Wilkes Dr;Annual General Permit;New Construction;Columbia Gas;02/11/2013;03/04/2013;No
 24782;01/30/2013;1961 Falling Leaves Ln;Annual General Permit;New Construction;Columbia Gas;02/11/2013;03/04/2013;No
 24783;01/30/2013;204 Locust Ave;Street Cut;New Construction;Columbia Gas;02/04/2013;03/04/2013;No
 24784;01/30/2013;3720 Sunflower St;Installation;New Construction;Columbia Gas;02/11/2013;03/04/2013;No
 24785;01/30/2013;3421 Holwyn Rd;Street Cut;Maintenance;Kentucky American Water;01/29/2013;02/19/2013;No
 24771;01/30/2013;1408 Thames Dr;Street Cut;Maintenance;LFUCG-San Sewers (Water Quality);01/23/2013;11/13/2013;Yes
 24772;01/30/2013;2000 St Christopher Dr;Annual General Permit;Repair;Columbia Gas;01/23/2013;04/13/2013;No
 24773;01/30/2013;2164 Broadhead Pl;Annual General Permit;Repair;Columbia Gas;01/24/2013;01/30/2013;No
 24774;01/30/2013;177 Somersly Pl;Street Cut;New Construction;Columbia Gas;01/24/2013;02/14/2013;Yes
 24775;01/30/2013;409 Dudley Rd;Installation;Maintenance;Kentucky American Water;01/27/2013;05/16/2013;No
 24769;01/29/2013;517 Joel St;Installation;Maintenance;Kentucky American Water;01/25/2013;02/15/2013;No
 24770;01/29/2013;813 Apache Trl;Installation;Maintenance;Kentucky American Water;01/25/2013;05/15/2013;No
 24763;01/29/2013;S Broadway;Annual General Permit;New Construction;Time Warner Cable, Inc.;01/31/2013;02/21/2013;Yes
 24766;01/29/2013;St Anthony Dr;Street Cut;Maintenance;Kentucky American Water;01/25/2013;02/15/2013;Yes
 24767;01/29/2013;321 Robertson St;Street Cut;Maintenance;LFUCG-San Sewers (Water Quality);01/28/2013;02/18/2013;Yes
 24768;01/29/2013;1117 Sparks Rd;Street Cut;Maintenance;Kentucky American Water;01/27/2013;02/17/2013;Yes
 24765;01/29/2013;436 Locust Ave;Installation;Maintenance;Columbia Gas;01/24/2013;02/14/2013;No
 24756;01/29/2013;415 S Upper St;Street Cut;Repair;Columbia Gas;01/22/2013;03/31/2013;Yes
 24757;01/29/2013;809 Cramer Ave;Installation;Repair;Columbia Gas;01/22/2013;02/12/2013;No
 24758;01/29/2013;572 N Limestone;Street Cut;Maintenance;LFUCG-San Sewers (Water Quality);01/23/2013;06/13/2013;Yes
 24759;01/29/2013;206 Waller Ave;Street Cut;Repair;Columbia Gas;01/23/2013;02/13/2013;Yes
 24760;01/29/2013;Old Paris Rd;Annual General Permit;Maintenance;Time Warner Cable, Inc.;01/18/2013;02/08/2013;Yes
 24761;01/29/2013;3256 Kirklevington Dr;Installation;Maintenance;Kentucky American Water;01/24/2013;02/14/2013;No
 24762;01/29/2013;101 Alexandria Dr;Street Cut;Maintenance;Kentucky American Water;01/24/2013;02/14/2013;Yes
 24764;01/29/2013;432 Rogers Rd;Installation;Maintenance;Kentucky American Water;01/24/2013;01/28/2013;No
 24738;01/24/2013;3741 Red River Dr;Installation;Maintenance;Kentucky American Water;01/17/2013;02/07/2013;No
 24739;01/24/2013;756 Florence Ave;Street Cut;Maintenance;Kentucky American Water;01/17/2013;02/07/2013;Yes
 24740;01/24/2013;1934 Cobyville Ct;Installation;Maintenance;Kentucky American Water;01/17/2013;02/07/2013;No
 24741;01/24/2013;124 Clay Ave;Street Cut;Maintenance;Kentucky American Water;01/17/2013;04/30/2013;Yes
 24742;01/24/2013;554 Maryland Ave;Street Cut;Maintenance;Kentucky American Water;01/18/2013;06/19/2013;Yes
 24743;01/24/2013;4476 Marcus Trl;Installation;Maintenance;Kentucky American Water;01/18/2013;02/08/2013;No
 24744;01/24/2013;Ohio St;Street Cut;Repair;Columbia Gas;01/19/2013;04/30/2013;Yes
 24745;01/24/2013;529 Pemberton St;Street Cut;Repair;Columbia Gas;01/19/2013;04/09/2013;Yes
 24746;01/24/2013;215 Irvine Rd;Street Cut;Maintenance;Kentucky American Water;01/21/2013;05/11/2013;Yes
 24747;01/24/2013;3380 Greentree Cir;Installation;Maintenance;Kentucky American Water;01/21/2013;02/11/2013;No
 24748;01/24/2013;654 Headley Ave;Street Cut;Maintenance;Kentucky American Water;02/05/2013;04/26/2013;Yes
 24749;01/24/2013;714 Hambrick Ave;Annual General Permit;Repair;Columbia Gas;01/21/2013;01/23/2013;No
 24750;01/24/2013;995 Carneal Rd;Installation;Repair;Columbia Gas;01/21/2013;02/11/2013;No
 24751;01/24/2013;411 Shawnee Ave;Installation;Repair;Columbia Gas;01/21/2013;02/11/2013;No
 24752;01/24/2013;121 American Ave;Street Cut;Maintenance;Columbia Gas;02/15/2013;03/08/2013;Yes
 24753;01/24/2013;3514 Lansdowne Dr;Installation;Repair;Columbia Gas;01/17/2013;01/23/2013;No
 24754;01/24/2013;121 Clay Ave;Street Cut;Maintenance;LFUCG-San Sewers (Water Quality);02/01/2013;12/22/2013;Yes
 24755;01/24/2013;3416 Oakbrook Dr;Installation;Maintenance;Kentucky American Water;01/22/2013;01/23/2013;No
 24728;01/17/2013;414 N Limestone;Street Cut;Repair;Columbia Gas;01/14/2013;04/04/2013;Yes
 24729;01/17/2013;247 E Second St;Street Cut;Maintenance;Kentucky American Water;01/15/2013;04/30/2013;Yes
 24730;01/17/2013;1137 Anderson St;Street Cut;Maintenance;Kentucky American Water;01/15/2013;02/05/2013;Yes
 24731;01/17/2013;Tates Creek Rd;Street Cut;Maintenance;Kentucky American Water;01/28/2013;02/18/2013;Yes
 24732;01/17/2013;321 Malabu Pl;Annual General Permit;Repair;Columbia Gas;01/15/2013;01/17/2013;No
 24733;01/17/2013;268 Preston Ave;Street Cut;Maintenance;Kentucky American Water;01/16/2013;02/06/2013;Yes
 24734;01/17/2013;3977 Hillside Dr;Annual General Permit;Repair;Columbia Gas;01/16/2013;02/06/2013;No
 24735;01/17/2013;396 Plainview Rd;Annual General Permit;Repair;Columbia Gas;01/16/2013;01/17/2013;No
 24736;01/17/2013;928 Chinoe Rd;Annual General Permit;Repair;Columbia Gas;01/16/2013;01/17/2013;No
 24737;01/17/2013;Mechanic St;Street Cut;Repair;Columbia Gas;02/01/2013;04/30/2013;Yes
 24706;01/16/2013;Nicholasville Rd;Annual General Permit;Maintenance;Time Warner Cable, Inc.;01/14/2013;02/04/2013;Yes
 24710;01/16/2013;3844 Briar Hill Rd;Installation;Maintenance;Kentucky American Water;01/24/2013;02/14/2013;No
 24711;01/16/2013;Habersham Dr;Installation;New Construction;Kentucky Utilities;02/01/2013;05/03/2013;No
 24712;01/16/2013;4000 Victoria Way;Installation;New Construction;Kentucky Utilities;02/01/2013;05/03/2013;No
 24713;01/16/2013;564 Longview Dr;Street Cut;Maintenance;Kentucky American Water;01/10/2013;01/31/2013;Yes
 24714;01/16/2013;289 W Loudon Ave;Installation;New Construction;Kentucky Utilities;02/01/2013;05/10/2013;No
 24715;01/16/2013;1257 Dale Dr;Installation;Maintenance;Kentucky American Water;01/11/2013;02/01/2013;No
 24716;01/16/2013;2909 Richmond Rd;Installation;Maintenance;Kentucky American Water;01/11/2013;02/01/2013;No
 24717;01/16/2013;516 Park Ave;Street Cut;Maintenance;Kentucky American Water;01/11/2013;05/01/2013;Yes
 24718;01/16/2013;3169 Arrowhead Ct;Installation;Maintenance;Kentucky American Water;01/11/2013;01/15/2013;No
 24719;01/16/2013;1958 Ft Harrods Dr;Installation;New Construction;Columbia Gas;02/04/2013;02/25/2013;No
 24720;01/16/2013;1962 Ft Harrods Dr;Installation;New Construction;Columbia Gas;02/04/2013;02/25/2013;No
 24721;01/16/2013;849 De Roode St;Street Cut;Add/Change Equipment;Kentucky American Water;01/15/2013;04/05/2013;Yes
 24722;01/16/2013;Whitmer Way;Street Cut;Add/Change Equipment;Kentucky American Water;01/15/2013;02/05/2013;Yes
 24723;01/16/2013;Mckinley St;Street Cut;Add/Change Equipment;Kentucky American Water;01/15/2013;05/05/2013;Yes
 24724;01/16/2013;De Roode St;Street Cut;Add/Change Equipment;Kentucky American Water;01/15/2013;04/05/2013;Yes
 24725;01/16/2013;315-330 Clay Ave;Street Cut;New Construction;Columbia Gas;01/28/2013;03/15/2013;Yes
 24726;01/16/2013;403-424 Marquis Ave;Street Cut;New Construction;Columbia Gas;01/28/2013;03/15/2013;Yes
 24727;01/16/2013;811 Charles Ave;Installation;Maintenance;Kentucky American Water;01/14/2013;03/31/2013;No
 22814;01/16/2013;Pine St;Street Cut;New Construction;Columbia Gas;01/22/2013;06/29/2013;Yes
 22815;01/16/2013;Pine St;Street Cut;New Construction;Columbia Gas;01/22/2013;06/29/2013;Yes
 22817;01/16/2013;Pine St;Street Cut;New Construction;Columbia Gas;01/22/2013;06/29/2013;Yes
 24703;01/16/2013;4412 Largo Ln;Installation;New Construction;Kentucky Utilities;01/25/2013;04/26/2013;No
 24704;01/16/2013;225 Bradford Dr;Street Cut;Maintenance;Kentucky American Water;01/08/2013;01/29/2013;No
 24688;01/16/2013;3277 Tisdale Dr;Annual General Permit;Repair;Columbia Gas;01/08/2013;01/29/2013;No
 24705;01/16/2013;3489 Lansdowne Dr;Annual General Permit;Repair;Columbia Gas;01/08/2013;01/14/2013;No
 24707;01/16/2013;659 Cardinal Ln;Street Cut;Maintenance;Kentucky American Water;01/09/2013;01/30/2013;No
 24708;01/16/2013;110 Wilson Downing Rd;Street Cut;Maintenance;Kentucky American Water;01/09/2013;06/21/2013;Yes
 24709;01/16/2013;4037 Victoria Way;Installation;Maintenance;Kentucky American Water;01/09/2013;04/30/2013;No
 22816;01/15/2013;Pine St;Street Cut;New Construction;Columbia Gas;01/22/2013;06/29/2013;Yes
 24702;01/15/2013;448 S Ashland Ave;Installation;New Construction;Contractor;01/15/2013;02/28/2013;No
 24690;01/14/2013;1520 Chadwick Dr;Installation;Maintenance;Kentucky American Water;01/08/2013;01/11/2013;No
 24692;01/14/2013;201 Grayson Ct;Installation;Maintenance;Kentucky American Water;01/10/2013;01/11/2013;No
 24693;01/14/2013;544 Ohio St;Street Cut;Maintenance;Kentucky American Water;01/25/2013;02/15/2013;Yes
 24694;01/14/2013;555 Jefferson St;Street Cut;Maintenance;Kentucky American Water;01/25/2013;04/15/2013;Yes
 24695;01/14/2013;3333 Fox Den Cir;Annual General Permit;Repair;Columbia Gas;01/10/2013;01/11/2013;No
 24696;01/14/2013;3368 Lyon Dr;Annual General Permit;;Columbia Gas;01/10/2013;01/11/2013;No
 24697;01/14/2013;1956 Alexandria Dr;Annual General Permit;Maintenance;Columbia Gas;01/25/2013;02/15/2013;No
 24698;01/14/2013;1900-1916 Alexandria Dr;Installation;Maintenance;Columbia Gas;01/25/2013;02/15/2013;No
 24699;01/14/2013;1940-1952 Alexandria Dr;Installation;Maintenance;Columbia Gas;01/25/2013;02/15/2013;No
 24700;01/14/2013;1920-1936 Alexandria Dr;Installation;Maintenance;Columbia Gas;01/25/2013;02/15/2013;No
 24701;01/14/2013;2949 Rio Dosa Dr;Annual General Permit;Repair;Columbia Gas;01/09/2013;01/11/2013;No
 24691;01/14/2013;811 Bryan Ave;Street Cut;Maintenance;Kentucky American Water;01/09/2013;01/30/2013;No
 24689;01/14/2013;S Limestone;Installation;Maintenance;Time Warner Cable, Inc.;01/14/2013;02/04/2013;Yes
 24687;01/14/2013;3449 Colonnade Dr;Installation;Maintenance;Kentucky American Water;01/08/2013;01/29/2013;No
 24682;01/14/2013;1004 Watermill Ln;Annual General Permit;Repair;Columbia Gas;01/07/2013;01/11/2013;No
 24683;01/14/2013;2689-2873 Kearney Creek Ln;Installation;New Construction;Kentucky Utilities;01/25/2013;04/26/2013;No
 24684;01/14/2013;2748, 2765 Sullivans Trce;Installation;New Construction;Kentucky Utilities;01/25/2013;04/26/2013;No
 24685;01/14/2013;3000 Locust Blossom Cv;Installation;New Construction;Kentucky Utilities;01/25/2013;04/26/2013;No
 24686;01/14/2013;2504 Kittens Joy Cir;Installation;New Construction;Kentucky Utilities;01/25/2013;04/26/2013;No
 24675;01/14/2013;448 Peachtree Rd;Annual General Permit;Repair;Columbia Gas;01/04/2013;01/11/2013;No
 24676;01/14/2013;3355 Pimlico Pkwy;Installation;Repair;Columbia Gas;01/04/2013;01/25/2013;No
 24678;01/14/2013;157 Bassett Ave;Street Cut;New Construction;Columbia Gas;01/21/2013;05/01/2013;Yes
 24679;01/14/2013;3104 Blackford Pkwy;Installation;New Construction;Columbia Gas;03/12/2013;04/02/2013;No
 24680;01/14/2013;3430 Snaffle Rd;Annual General Permit;New Construction;Columbia Gas;01/15/2013;02/05/2013;No
 24681;01/14/2013;2084 Harmony Ct;Installation;Maintenance;Kentucky American Water;01/04/2013;01/11/2013;No
 24677;01/11/2013;3681 Horsemint Trl;Installation;New Construction;Columbia Gas;01/23/2013;02/13/2013;No
 24672;01/10/2013;1789 Tates Creek Rd;Installation;Maintenance;Kentucky American Water;01/07/2013;01/09/2013;No
 24668;01/10/2013;W Short St;Street Cut;Maintenance;Columbia Gas;01/31/2013;06/21/2013;Yes
 24669;01/10/2013;Willy St;Street Cut;Maintenance;Columbia Gas;01/29/2013;03/31/2013;Yes
 24670;01/10/2013;Castlewood Dr;Street Cut;Maintenance;Columbia Gas;01/15/2013;02/05/2013;Yes
 24671;01/10/2013;Maple Ave;Street Cut;Maintenance;Columbia Gas;01/18/2013;04/30/2013;Yes
 24661;01/10/2013;642 N Upper St;Street Cut;Maintenance;Kentucky American Water;01/17/2013;02/07/2013;Yes
 24662;01/10/2013;Masterson Station Dr;Installation;New Construction;Kentucky Utilities;01/18/2013;11/29/2014;No
 24663;01/10/2013;3249 Tiburon Way;Installation;New Construction;Kentucky Utilities;01/18/2013;06/22/2013;No
 24664;01/10/2013;325 Turfway Dr;Installation;New Construction;Kentucky Utilities;01/18/2013;09/22/2013;No
 24665;01/10/2013;501-521 Rain Garden Way;Installation;New Construction;Kentucky Utilities;01/18/2013;11/22/2013;No
 24673;01/10/2013;377 E Third St;Street Cut;Repair;Columbia Gas;01/07/2013;05/28/2013;Yes
 24674;01/10/2013;N Limestone;Street Cut;Repair;LFUCG-San Sewers (Water Quality);01/22/2013;02/12/2013;Yes
 24656;01/10/2013;733 Terrace View Dr;Installation;Repair;Kentucky American Water;01/02/2013;05/23/2013;No
 24657;01/10/2013;2429 Shandon Dr;Installation;Repair;Kentucky American Water;01/02/2013;01/09/2013;No
 24658;01/10/2013;642 N Upper St;Installation;Repair;Kentucky American Water;01/02/2013;07/23/2013;No
 24659;01/10/2013;729 Bellaire Ave;Street Cut;New Construction;Columbia Gas;01/21/2013;06/28/2013;Yes
 24660;01/10/2013;614 W Fifth St;Street Cut;Maintenance;Columbia Gas;01/03/2013;03/31/2013;Yes
 24666;01/09/2013;910, 914 Trammell Ave;Installation;New Construction;Kentucky Utilities;01/18/2013;11/22/2013;No
 24654;01/08/2013;Providence Ln;Annual General Permit;New Construction;Time Warner Cable, Inc.;01/09/2013;01/30/2013;Yes
 24644;01/08/2013;3350 Richmond Rd;Installation;New Construction;Columbia Gas;01/21/2013;02/11/2013;No
 24645;01/08/2013;603 De Roode St;Street Cut;Maintenance;Columbia Gas;12/31/2012;02/21/2013;Yes
 24655;01/08/2013;Tates Creek Rd;Street Cut;Maintenance;Kentucky American Water;01/06/2013;01/27/2013;Yes
 24649;01/08/2013;305 Richmond Ave;Installation;Repair;Columbia Gas;01/03/2013;01/24/2013;No
 24650;01/08/2013;3413 Laredo Dr;Installation;Maintenance;Kentucky American Water;01/17/2013;02/07/2013;No
 24651;01/08/2013;316 Zandale Dr;Installation;Repair;Kentucky American Water;01/03/2013;01/07/2013;No
 24652;01/08/2013;1776 Lakewood Ln;Installation;Repair;Kentucky American Water;01/03/2013;01/24/2013;No
 24653;01/08/2013;187 Moore Dr;Installation;Repair;Kentucky American Water;01/03/2013;04/24/2013;No
 24646;01/08/2013;3413  Samford Ct;Annual General Permit;Repair;Columbia Gas;12/21/2012;01/07/2013;No
 24647;01/08/2013;3365 Hunting Hills Ct;Annual General Permit;Repair;Columbia Gas;12/28/2012;01/07/2013;No
 24648;01/08/2013;611 De Roode St;Installation;Maintenance;Columbia Gas;12/28/2012;01/07/2013;No
 24640;01/08/2013;3185 Burnham Ct;Installation;Repair;Kentucky American Water;12/29/2012;01/19/2013;No
 24641;01/08/2013;1113 Pepperhill Cir;Annual General Permit;;Columbia Gas;12/27/2012;01/07/2013;No
 24642;01/08/2013;1201 Cooper Dr;Installation;Repair;Kentucky American Water;12/31/2012;01/21/2013;No
 24643;01/08/2013;307 Romany Rd;Street Cut;Repair;Kentucky American Water;12/31/2012;05/21/2013;Yes
 24634;01/08/2013;2047 Coburn Blvd;Installation;New Construction;Windstream Communications;12/26/2012;03/31/2013;No
 24635;01/08/2013;2074 Bahama Rd;Installation;Maintenance;Kentucky American Water;12/27/2012;01/17/2013;No
 24636;01/08/2013;1222 Bryan Ave;Street Cut;New Construction;Columbia Gas;01/21/2013;04/05/2013;Yes
 24637;01/08/2013;Locust Ave;Street Cut;New Construction;Columbia Gas;01/20/2013;04/05/2013;Yes
 24638;01/08/2013;1202 Oak Hill Dr;Street Cut;New Construction;Columbia Gas;01/20/2013;04/05/2013;Yes
 24633;01/08/2013;1917 Greenleaf Dr;Annual General Permit;Maintenance;LFUCG-San Sewers (Water Quality);12/20/2012;01/10/2013;No
 24639;01/08/2013;1321 Dale Dr;Installation;Repair;Kentucky American Water;12/28/2012;01/18/2013;No
 24627;01/04/2013;938 National Ave;Street Cut;Repair;Kentucky American Water;12/29/2012;01/19/2013;Yes
 24618;01/04/2013;616 De Roode St;Street Cut;New Construction;Columbia Gas;01/07/2013;04/28/2013;Yes
 24625;01/04/2013;2091 Rainbow Rd;Annual General Permit;;Kentucky American Water;12/28/2012;01/18/2013;No
 24626;01/04/2013;553 Rosemont Garden;Installation;Repair;Kentucky American Water;12/28/2012;01/18/2013;No
 24619;01/04/2013;186 Eddie St;Installation;Maintenance;Kentucky American Water;12/21/2012;01/11/2013;No
 24620;01/04/2013;1091 Kelsey Dr;Installation;Maintenance;Kentucky American Water;12/25/2012;01/15/2013;No
