CaseNo;Address_1;DateOpened_1;CaseType;OpenClosed;Status;StatusDate_1
15170496W3               ;496 Plainview Rd;05/28/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/29/2014
27244156W2               ;4156 Clearwater Way;05/28/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/30/2014
29341021W2               ;1021 Old Wood Ct;05/28/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/30/2014
03270176                 ;176 Carlisle Ave;05/28/2014;Housing   ;Closed;Invalid Complaint                                 ;05/29/2014
31593584                 ;3584 Forest Cove Ln;05/27/2014;Housing   ;Closed;Invalid Complaint                                 ;05/28/2014
03910335-3               ;335 Chestnut St;05/27/2014;Housing   ;Closed;Invalid Complaint                                 ;05/27/2014
17451321-2               ;1321 Southern Ave;05/27/2014;Housing   ;Closed;Invalid Complaint                                 ;05/30/2014
17020136                 ;136 Shawnee Pl;05/27/2014;Housing   ;Closed;Invalid Complaint                                 ;05/30/2014
28054237                 ;4237 Heathmoor Ct;05/27/2014;Housing   ;Closed;Invalid Complaint                                 ;05/29/2014
14121422                 ;1422 Oak Hill Dr;05/27/2014;Housing   ;Closed;Invalid Complaint                                 ;05/28/2014
07120803#B               ;803 Florence Ave #B;05/27/2014;Housing   ;Closed;Invalid Complaint                                 ;06/10/2014
34492841#5               ;2841 Ryan Cir #5;05/27/2014;Housing   ;Closed;Invalid Complaint                                 ;05/27/2014
19601724#112-2           ;1724 Versailles Rd #112;05/27/2014;Housing   ;Closed;Invalid Complaint                                 ;05/29/2014
19601519W3               ;1519 Versailles Rd;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/29/2014
11210000W4               ;0 Lane Allen Rd;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/27/2014
23470000W14              ;0 Man O War Blvd;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/27/2014
13050587W16              ;587 Merrimac Dr;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
28054237W3               ;4237 Heathmoor Ct;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
38650528W2               ;528 Townsend Ridge;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
38920840W                ;840 Hays Blvd;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
41434112W                ;4112 Sperling Dr;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
28590305W4               ;305 Turfway Dr;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
21140690W20              ;690 Woodward Ln;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
19772928W2               ;2928 Waco Rd;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
04650663W4               ;663 Cooper Dr;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
05530292W                ;292 Derby Dr;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
06650504W5               ;504 Euclid Ave;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
07202101W2               ;2101 Fontaine Rd;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
14240000W                ;0 Old Dobbin Rd;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
09290560W9               ;560 E High St;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
17020136W                ;136 Shawnee Pl;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
21340268W2               ;268 Zandale Dr;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
11401347W3               ;1347 Leaning Tree Ln;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/29/2014
18580135W4               ;135 Tartan Dr;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/29/2014
20640318W6               ;318 Wilson Downing Rd;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/29/2014
31593585W2               ;3585 Forest Cove Ln;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
31593581W                ;3581 Forest Cove Ln;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
31740253W2               ;253 Shoreside Dr;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
31740248W2               ;248 Shoreside Dr;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
31740244W6               ;244 Shoreside Dr;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
31740232W2               ;232 Shoreside Dr;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
31740228W2               ;228 Shoreside Dr;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
31740220W2               ;220 Shoreside Dr;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
31740216W3               ;216 Shoreside Dr;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
31740212W4               ;212 Shoreside Dr;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
31840204W                ;204 Twin Shores Ct;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
31433459W                ;3459 Spendthrift Way;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
00573506W                ;3506 Arden Pl;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/30/2014
06070000SIGNS7           ;0 Easthills Dr;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/30/2014
30250185W2               ;185 Ellemoor Ln;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/03/2014
12841001W                ;1001 Meadow Ln;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
16900137W3               ;137 E Seventh St;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
14440298W                ;298 Owsley Ave;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
06470414W                ;414 Elm Tree Ln;05/27/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/27/2014
32210815S2               ;815 Newtown Pike;05/27/2014;Housing   ;Open  ;Reinspection                                      ;09/10/2014
28360804S                ;804 Eagles Ln;05/27/2014;Housing   ;Open  ;Reinspection                                      ;09/24/2014
05111349S                ;1349 Dale Dr;05/27/2014;Housing   ;Open  ;Reinspection                                      ;02/06/2015
28360844S                ;844 Eagles Ln;05/27/2014;Housing   ;Closed;Closed Out                                        ;09/16/2014
28360852S                ;852 Eagles Ln;05/27/2014;Housing   ;Closed;Closed Out                                        ;09/16/2014
00430608S2               ;608 Anniston Dr;05/27/2014;Housing   ;Closed;Closed Out                                        ;10/20/2014
16280464S2               ;464 Rookwood Pkwy;05/27/2014;Housing   ;Closed;Closed Out                                        ;11/20/2014
31593576                 ;3576 Forest Cove Ln;05/27/2014;Housing   ;Closed;Closed Out                                        ;07/21/2014
04171604-1606            ;1604-1606 Clays Mill Rd;05/27/2014;Housing   ;Closed;Closed Out                                        ;07/02/2014
13973820#611             ;3820 Nicholasville Rd #611;05/27/2014;Housing   ;Closed;Closed Out                                        ;07/25/2014
22650481                 ;481 Whispering Hills Dr;05/27/2014;Housing   ;Closed;Closed Out                                        ;09/11/2014
02501023#1               ;1023 N Broadway #1;05/27/2014;Housing   ;Closed;Closed Out                                        ;09/11/2014
12240705-2               ;705 Magoffin St;05/27/2014;Housing   ;Closed;Closed Out                                        ;09/11/2014
19601519                 ;1519 Versailles Rd;05/27/2014;Housing   ;Closed;Closed Out                                        ;09/11/2014
11611214W8               ;1214 Liggett St;05/27/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/16/2014
31170635W                ;635 Golfview Dr;05/27/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/13/2014
08470961W                ;961 Gregory Way;05/27/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/13/2014
08470965W                ;965 Gregory Way;05/27/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/13/2014
24760424W2               ;424 Stone Creek Dr;05/27/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/13/2014
20951140W                ;1140 Wood Ridge Rd;05/27/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/13/2014
00750129W2               ;129 Ashton Dr;05/27/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/12/2014
17840166W4               ;166 St Phillip Dr;05/27/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/12/2014
11601641W4               ;1641 Liberty Rd;05/27/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/16/2014
09200553W5               ;553 Hi Crest Dr;05/27/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/19/2014
06381350W4               ;1350 Elizabeth St;05/27/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/12/2014
08530326W                ;326 Grosvenor Ave;05/27/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/13/2014
12670451W3               ;451 E Maxwell St;05/27/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/13/2014
16881324W3               ;1324 Sequoia Dr;05/27/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/12/2014
15753973W                ;3973 Rapid Run Dr;05/27/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/16/2014
17392856W25              ;2856 Snow Rd;05/27/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/16/2014
27154648W9               ;4648 Hathway Dr;05/27/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2014
22151027W4               ;1027 Rockbridge Rd;05/27/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2014
28662336W4               ;2336 Golden Oak Dr;05/27/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2014
07403312W4               ;3312 Fox Trace Rd;05/27/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/30/2014
05100743W6               ;743 Dakota St;05/27/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/13/2014
12240720W                ;720 Magoffin St;05/27/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/13/2014
06080205W2               ;205 Eastern Ave;05/27/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2014
21630816W2               ;816 Shelby Ave;05/27/2014;Nuisance  ;Closed;Closed Nuisance                                   ;12/03/2014
06100124W3               ;124 Eastin Rd;05/27/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/28/2014
11611102W10              ;1102 Liggett St;05/27/2014;Nuisance  ;Closed;Closed/Abated by City                             ;06/12/2014
35530633W2               ;633 Skyview Ln;05/27/2014;Nuisance  ;Closed;Closed/Abated by City                             ;06/16/2014
15030000W6               ;0 Pimlico Pkwy;05/27/2014;Nuisance  ;Closed;Closed/Abated by City                             ;06/16/2014
16350102W                ;102 Rosemary Ave;05/27/2014;Nuisance  ;Closed;Closed/Abated by City                             ;06/18/2014
31170719W21              ;719 Golfview Dr;05/27/2014;Nuisance  ;Closed;Nuisance Closed w/Civil Penalty                   ;06/13/2014
12680826W24              ;826 W Maxwell St;05/27/2014;Nuisance  ;Closed;Nuisance Closed w/Civil Penalty                   ;07/18/2014
12680841W10              ;841 W Maxwell St;05/27/2014;Nuisance  ;Closed;Nuisance Closed w/Civil Penalty                   ;06/27/2014
04121149W3               ;1149 Claridge Dr;05/27/2014;Nuisance  ;Closed;Nuisance Closed w/Civil Penalty                   ;09/30/2014
