CaseNo;Address_1;DateOpened_1;CaseType;OpenClosed;Status;StatusDate_1
12960018W8               ;18 Mentelle Park;05/16/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/03/2013
21012497W6               ;2497 Woodhill Dr;05/16/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/03/2013
03270169W3               ;169 Carlisle Ave;05/16/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/31/2013
05580168W12              ;168 Devonia Ave;05/16/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/31/2013
14440224W5               ;224 Owsley Ave;05/16/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/31/2013
15620399W11              ;399 Radcliffe Rd;05/16/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/31/2013
32420689W3               ;689 Smugglers Notch Dr;05/16/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/31/2013
05250924W5               ;924 Darley Dr;05/16/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/04/2013
16900169W9               ;169 E Seventh St;05/16/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/31/2013
30561719W                ;1719 Foxborough Cir;05/16/2013;Nuisance  ;Closed;Closed Nuisance                                   ;07/16/2013
17470496W3               ;496 Southland Dr;05/16/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/17/2013
19840207W6               ;207 Waller Ave;05/16/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/04/2013
19840219W7               ;219 Waller Ave;05/16/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/04/2013
13971613W3               ;1613 Nicholasville Rd;05/16/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/04/2013
08360112-114W            ;112-114 Greenbriar Rd;05/16/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/05/2013
16920476W4               ;476 Severn Way;05/16/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/05/2013
30870111W7               ;111 Dantzler Dr;05/16/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/06/2013
16370400W12              ;400 Rosemont Garden;05/16/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/05/2013
06951256W3               ;1256 Fenwick Rd;05/16/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2013
15930305W                ;305 Reno Ct;05/16/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/21/2013
17730201W4               ;201 Squires Rd;05/16/2013;Nuisance  ;Closed;Closed Nuisance                                   ;08/02/2013
15350461W5               ;461 Potomac Dr;05/16/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/07/2013
00430470W3               ;470 Anniston Dr;05/16/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/17/2013
03270183W23              ;183 Carlisle Ave;05/16/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/17/2013
16360496W9               ;496 Rosemill Dr;05/16/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/17/2013
16360498W2               ;498 Rosemill Dr;05/16/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/17/2013
28663228W                ;3228 Golden Oak Dr;05/16/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/20/2013
17930215W20              ;215 State St;05/16/2013;Nuisance  ;Closed;Nuisance Closed w/Civil Penalty                   ;08/06/2013
08700149W13              ;149 Hamilton Park;05/16/2013;Nuisance  ;Closed;Closed/Abated by City                             ;05/31/2013
15400357W13              ;357 Preston Ave;05/16/2013;Nuisance  ;Closed;Closed/Abated by City                             ;06/10/2013
15400301W5               ;301 Preston Ave;05/16/2013;Nuisance  ;Closed;Closed/Abated by City                             ;06/10/2013
07403332W3               ;3332 Fox Trace Rd;05/16/2013;Nuisance  ;Closed;Closed/Abated by City                             ;06/13/2013
06670608W2               ;608 Eureka Springs Dr;05/16/2013;Nuisance  ;Closed;Closed/Abated by City                             ;05/23/2013
19601907SIGNS3           ;1907 Versailles Rd;05/16/2013;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/20/2013
11600000SIGNS27          ;Liberty Rd & New Circle Rd;05/15/2013;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/16/2013
35240000SIGNS6           ;Star Shoot Pkwy & Liberty Rd;05/15/2013;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/16/2013
14451309-2               ;1309 Ox Hill Dr;05/15/2013;Housing   ;Closed;Housing Closed w/Civil Penalty                    ;10/01/2013
32462008                 ;2008 Cornerstone Dr Aka 2000-2008 Cornerstone;05/15/2013;Housing   ;Closed;Housing Closed w/Civil Penalty                    ;11/13/2013
00670472W5               ;472 Asbury Ln;05/15/2013;Nuisance  ;Closed;Closed/Abated by City                             ;05/31/2013
06100105W2               ;105 Eastin Rd;05/15/2013;Nuisance  ;Closed;Closed/Abated by City                             ;06/20/2013
15400334W6               ;334 Preston Ave;05/15/2013;Nuisance  ;Closed;Closed/Abated by City                             ;06/10/2013
10210874W                ;874 Johnsdale Dr;05/15/2013;Nuisance  ;Closed;Closed/Abated by City                             ;06/10/2013
03290814W2               ;814 Carneal Rd;05/15/2013;Nuisance  ;Closed;Closed/Abated by City                             ;06/10/2013
02360568W8               ;568 Breckenridge St;05/15/2013;Nuisance  ;Closed;Closed/Abated by City                             ;06/20/2013
05100745W16              ;745 Dakota St;05/15/2013;Nuisance  ;Closed;Closed/Abated by City                             ;06/10/2013
14451333W7               ;1333 Ox Hill Dr;05/15/2013;Nuisance  ;Closed;Closed/Abated by City                             ;06/13/2013
07403337W2               ;3337 Fox Trace Rd;05/15/2013;Nuisance  ;Closed;Closed/Abated by City                             ;06/13/2013
32710516W                ;516 Brook Farm Ct;05/15/2013;Nuisance  ;Closed;Closed/Abated by City                             ;06/18/2013
15550408W2               ;408 Pyke Rd;05/15/2013;Nuisance  ;Closed;Closed/Abated by City                             ;06/11/2013
19601510#C34             ;1510 Versailles Rd #C34;05/15/2013;Housing   ;Closed;Closed/Cancelled-No Response from Tenant          ;05/15/2013
17661975                 ;1975 Spring Station Dr;05/15/2013;Housing   ;Closed;Closed/Cancelled-No Response from Tenant          ;05/21/2013
15802052W2               ;2052 Rebel Rd;05/15/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/16/2013
01573797W4               ;3797 Belleau Wood Dr;05/15/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/16/2013
20640116W2               ;116 Wilson Downing Rd;05/15/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/16/2013
41694780W                ;4780 Windstar Way;05/15/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/16/2013
30114458W                ;4458 Rose Dale Ct;05/15/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/16/2013
25111640W3               ;1640 Claywood Ct;05/15/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/16/2013
21481112W                ;1112 Taborlake Dr;05/15/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/16/2013
10453300W                ;3300 Keithshire Way;05/15/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/15/2013
31400550-620W4           ;550-620 Waveland Museum Ln;05/15/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/15/2013
14322100W6               ;2100 Oleander Dr;05/15/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/15/2013
07861741W                ;1741 Gerald Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/28/2013
07840914W2               ;914 Georgetown St;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/29/2013
29811697W7               ;1697 Atoma Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/29/2013
31920177W5               ;177 Leisure Ln;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/30/2013
06001902W10              ;1902 Dunkirk Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/30/2013
31920173W2               ;173 Leisure Ln;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/30/2013
12611160W3               ;1160 Martin St;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/03/2013
02481668W2               ;1668 Brittany Ln;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/30/2013
03481980W3               ;1980 Cathy Ln;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/06/2013
00241987W2               ;1987 Alice Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/06/2013
00241995W21              ;1995 Alice Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/06/2013
12512037W11              ;2037 Mark Ave;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/06/2013
12512029W5               ;2029 Mark Ave;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/06/2013
12512021W3               ;2021 Mark Ave;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/06/2013
09681004W3               ;1004 Hudson Ave;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/06/2013
07834130W15              ;4130 Georgetown Rd;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/06/2013
16290348W                ;348 Roosevelt Blvd;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/07/2013
16290392W3               ;392 Roosevelt Blvd;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/07/2013
16290407W2               ;407 Roosevelt Blvd;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/07/2013
16290463W9               ;463 Roosevelt Blvd;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/07/2013
16290468W4               ;468 Roosevelt Blvd;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/07/2013
11650689W8               ;689 Lima Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/11/2013
00430657W5               ;657 Anniston Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/03/2013
02701945W                ;1945 Brynell Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/03/2013
31540793W3               ;793 Graftons Mill Ln;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/03/2013
12501804W2               ;1804 Marietta Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/03/2013
35333012W                ;3012 Polo Club Blvd;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/03/2013
34893380W5               ;3380 Pueblo Ct;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/03/2013
11560605W3               ;605 Leslie Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/03/2013
01890583W                ;583 Bishop Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/31/2013
32302512W8               ;2512 Checkerberry Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/31/2013
05580122W11              ;122 Devonia Ave;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/31/2013
02360411W4               ;411 Breckenridge St;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/30/2013
07360305W5               ;305 E Fourth St;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/30/2013
07360418W8               ;418 E Fourth St;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/30/2013
11601752W10              ;1752 Liberty Rd;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/30/2013
13800317W15              ;317 Nelson Ave;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/30/2013
19440646W4               ;646 N Upper St;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/30/2013
19440648W18              ;648 N Upper St;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/30/2013
19440670-674W4           ;670-674 N Upper St;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/30/2013
11602376W12              ;2376 Liberty Rd;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/30/2013
32420640W6               ;640 Smugglers Notch Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/31/2013
07140777W3               ;777 Florida St;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/30/2013
07140775W                ;775 Florida St;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/30/2013
32420621W6               ;621 Smugglers Notch Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/31/2013
16982437W3               ;2437 Shandon Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;11/05/2013
00610202W2               ;202 Arlington Ave;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/04/2013
17470299W                ;299 Southland Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/04/2013
19840223W7               ;223 Waller Ave;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/04/2013
13971863W5               ;1863 Nicholasville Rd;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/04/2013
07300182W4               ;182 Forest Park Rd;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/04/2013
04150220W6               ;220 Clay Ave;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/05/2013
15501109W2               ;1109 Prospect Ave;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/05/2013
16920597W                ;597 Severn Way;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/05/2013
19262230W15              ;2230 Tucson Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/05/2013
21340797W3               ;797 Zandale Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/05/2013
16013380W                ;3380 Richmond Rd;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/12/2013
19803617W                ;3617 Walden Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/12/2013
32730521W4               ;521 Big Bear Ln;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/12/2013
32730537W3               ;537 Big Bear Ln;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/12/2013
10743525W                ;3525 King Arthur Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/12/2013
02733381W2               ;3381 Buckhorn Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/12/2013
03343365W                ;3365 Carriage Ln;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/12/2013
34450200W8               ;200 Simba Way;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2013
22360970W2               ;970 Jairus Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2013
28741120W3               ;1120 Lantern Creek Ct;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2013
13953579W4               ;3579 Niagara Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2013
03451040W9               ;1040 Castleton Way;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2013
03343397W                ;3397 Carriage Ln;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2013
03343189W2               ;3189 Carriage Ln;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2013
16463425W2               ;3425 Royal Wood Rd;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2013
17523392W2               ;3392 Spangler Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2013
00503250W                ;3250 Aqueduct Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/11/2013
09253884W                ;3884 Hidden Springs Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/30/2013
13390617W4               ;617 Monticello Blvd;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/29/2013
04890493W12              ;493 Cromwell Way;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/29/2013
14322112W2               ;2112 Oleander Dr;05/15/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/07/2013
03041972W2               ;1972 Cambridge Dr;05/15/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/16/2013
43451704W7               ;1704 Elverton Rd;05/15/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/16/2013
03041989W21              ;1989 Cambridge Dr;05/15/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/16/2013
07834050W                ;4050 Georgetown Rd;05/15/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/17/2013
14460000W8               ;0 Oxford Cir;05/15/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/20/2013
16662561W                ;2561 Sandersville Rd;05/15/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/20/2013
27821850W14              ;1850 Old Paris Rd;05/15/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/15/2013
27821906W6               ;1906 Old Paris Rd;05/15/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/15/2013
32462008W                ;2008 Cornerstone Dr;05/15/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/16/2013
03270201W18              ;201 Carlisle Ave;05/15/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/16/2013
03270209W17              ;209 Carlisle Ave;05/15/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/16/2013
11600000SIGNS28          ;Liberty Rd & Grafton Mill Rd;05/15/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/16/2013
32420632W4               ;632 Smugglers Notch Dr;05/15/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/16/2013
08530321W7               ;321 Grosvenor Ave;05/15/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/15/2013
02150927W                ;927 Bordallo Dr;05/15/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/16/2013
13390000W2               ;0 Monticello Blvd;05/15/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/16/2013
12140720W                ;720 Lynn Rd;05/15/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/16/2013
09590916W3               ;916 Honeysuckle Rd;05/15/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/17/2013
04070106W2               ;106 Cisco Rd;05/15/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/17/2013
04170000W13              ;0 Clays Mill Rd;05/15/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/15/2013
18790547                 ;547 E Third St;05/15/2013;Housing   ;Closed;Resolved Complaint                                ;05/22/2013
18790549-2               ;549 E Third St;05/15/2013;Housing   ;Closed;Invalid Complaint                                 ;05/22/2013
12140701-2               ;701 Lynn Rd;05/15/2013;Housing   ;Closed;Invalid Complaint                                 ;05/16/2013
35332920#2205-3          ;2920 Polo Club Blvd #2205;05/15/2013;Housing   ;Closed;Invalid Complaint                                 ;05/16/2013
11660312S                ;312 N Limestone;05/15/2013;Housing   ;Closed;Closed Out                                        ;11/07/2013
13720900S2               ;900 Nandino Blvd;05/15/2013;Housing   ;Closed;Closed Out                                        ;11/23/2013
10100266S                ;266 Jefferson St;05/15/2013;Housing   ;Closed;Closed Out                                        ;12/17/2013
05760487S2               ;487 Doncaster Ct;05/15/2013;Housing   ;Closed;Closed Out                                        ;02/24/2014
05760491S                ;491 Doncaster Ct;05/15/2013;Housing   ;Closed;Closed Out                                        ;02/24/2014
05760492S                ;492 Doncaster Ct;05/15/2013;Housing   ;Closed;Closed Out                                        ;02/21/2014
08871746S                ;1746 Harrogate Rd;05/15/2013;Housing   ;Closed;Closed Out                                        ;02/25/2014
08871754S                ;1754 Harrogate Rd;05/15/2013;Housing   ;Closed;Closed Out                                        ;02/25/2014
08871742S                ;1742 Harrogate Rd;05/15/2013;Housing   ;Closed;Closed Out                                        ;06/05/2014
30490641S                ;641 Morgan Hills Dr;05/15/2013;Housing   ;Closed;Closed Out                                        ;03/25/2014
30490637S                ;637 Morgan Hills Dr;05/15/2013;Housing   ;Closed;Closed Out                                        ;08/01/2014
02500231-2               ;231 N Broadway;05/15/2013;Housing   ;Closed;Closed Out                                        ;07/02/2013
12080247S3               ;247 E Lowry Ln;05/15/2013;Housing   ;Closed;Closed Out                                        ;07/12/2013
01081528S                ;1528 Bal Harbor Ct;05/15/2013;Housing   ;Closed;Closed Out                                        ;07/17/2013
01081536S                ;1536 Bal Harbor Ct;05/15/2013;Housing   ;Closed;Closed Out                                        ;07/17/2013
01081544S                ;1544 Bal Harbor Ct;05/15/2013;Housing   ;Closed;Closed Out                                        ;07/17/2013
01081548S                ;1548 Bal Harbor Ct;05/15/2013;Housing   ;Closed;Closed Out                                        ;07/17/2013
38730420-2               ;420 Stoll Poole Ct;05/15/2013;Housing   ;Closed;Closed Out                                        ;12/20/2013
19071413-4               ;1413 Townley Dr;05/15/2013;Housing   ;Closed;Closed Out                                        ;08/29/2013
20417391/2EXT            ;739 1/2 Whitney Ave Exterior;05/15/2013;Housing   ;Closed;Closed Out                                        ;11/06/2013
09391728BLDG#A           ;1728 Hill Rise Dr Bldg A;05/15/2013;Housing   ;Closed;Closed Out                                        ;02/14/2014
20091844S2               ;1844 Wayland Dr;05/14/2013;Housing   ;Closed;Closed Out                                        ;11/23/2013
11660632#A-2             ;632 N Limestone #A;05/14/2013;Housing   ;Closed;Closed Out                                        ;07/10/2013
19440610-6               ;610 N Upper St;05/14/2013;Housing   ;Closed;Closed Out                                        ;08/29/2013
08403420                 ;3420 Greenlawn Dr;05/14/2013;Housing   ;Closed;Closed Out                                        ;06/21/2013
03270213-3               ;213 Carlisle Ave;05/14/2013;Housing   ;Closed;Closed Out                                        ;10/16/2013
11322504#189-2           ;2504 Larkin Rd #189;05/14/2013;Housing   ;Closed;Invalid Complaint                                 ;05/15/2013
16290326W3               ;326 Roosevelt Blvd;05/14/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/15/2013
03481973W                ;1973 Cathy Ln;05/14/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/15/2013
03481983W                ;1983 Cathy Ln;05/14/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/15/2013
00241932W5               ;1932 Alice Dr;05/14/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/15/2013
16531975W22              ;1975 Russell Cave Rd;05/14/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/16/2013
19930791W6               ;791 Ward Dr;05/14/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/14/2013
19602001W5               ;2001 Versailles Rd;05/14/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/16/2013
07120773W                ;773 Florence Ave;05/14/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/14/2013
29690633W                ;633 Republic Ct;05/14/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/15/2013
04850600W                ;600 Cricklewood Dr;05/14/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/15/2013
12760900W5               ;900 Mcclain Dr;05/14/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/15/2013
12761017W                ;1017 Mcclain Dr;05/14/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/15/2013
19440610W11              ;610 N Upper St;05/14/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/15/2013
11550677W2               ;677 Leslie Ct;05/14/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/17/2013
10260000W3               ;0 Jordan Ave;05/14/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/20/2013
09370382W                ;382 Hill N Dale Rd;05/14/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/14/2013
08360114W                ;114 Greenbriar Rd;05/14/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/16/2013
08360112W                ;112 Greenbriar Rd;05/14/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/16/2013
03641333W6               ;1333 Centre Pkwy;05/14/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/14/2013
19060176W5               ;176 Toronto Rd;05/14/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/15/2013
34621248W3               ;1248 Cape Cod Cir;05/14/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/14/2013
04931043W8               ;1043 Cross Keys Rd;05/14/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/14/2013
31400550W4               ;550 Waveland Museum Ln;05/14/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/15/2013
20160000W8               ;0 Wellington Way;05/14/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/15/2013
36213273W2               ;3273 Marston Pl;05/14/2013;Nuisance  ;Closed;Invalid Nuisance                                  ;05/14/2013
19930787W5               ;787 Ward Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/24/2013
02060364W5               ;364 Boiling Springs Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/24/2013
14831036W10              ;1036 Pennebaker Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/28/2013
07120740W5               ;740 Florence Ave;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/29/2013
07211495W2               ;1495 N Forbes Rd;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/30/2013
18630272W12              ;272 Taylor Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/30/2013
03541178W                ;1178 Caywood Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/30/2013
03541170W6               ;1170 Caywood Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/30/2013
16490213W5               ;213 Rugby Rd;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/30/2013
16490207W4               ;207 Rugby Rd;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/30/2013
11960122W3               ;122 Londonderry Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/30/2013
00241948W                ;1948 Alice Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/06/2013
12512016W13              ;2016 Mark Ave;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/06/2013
27791172W3               ;1172 Devonport Cir;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/10/2013
03831732W                ;1732 Chelmsford Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/03/2013
43781025W                ;1025 Corinthian Ct;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/03/2013
07591701W                ;1701 Ft Sumter Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/03/2013
31540677W3               ;677 Graftons Mill Ln;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/03/2013
12501800W4               ;1800 Marietta Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/03/2013
13872013W4               ;2013 New Orleans Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/03/2013
13872025W22              ;2025 New Orleans Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/03/2013
39143001W4               ;3001 Old House Rd;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/03/2013
29690629W3               ;629 Republic Ct;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/04/2013
10441137W5               ;1137 Kees Rd;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/29/2013
15600329W11              ;329 Race St;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/29/2013
